-9.18,-0.57,-3.54,-0.05,0.01,0.01
-9.16,-0.57,-3.53,-0.06,0.01,0.01
-9.19,-0.57,-3.52,-0.07,0.02,0.01
-9.17,-0.58,-3.56,-0.08,0.03,0.01
-9.19,-0.56,-3.52,-0.09,0.04,0.01
-9.18,-0.56,-3.52,-0.09,0.03,0.01
-9.18,-0.58,-3.54,-0.08,0.04,0.01
-9.18,-0.6,-3.52,-0.07,0.04,0.01
-9.2,-0.6,-3.5,-0.06,0.03,0
-9.19,-0.58,-3.51,-0.05,0.03,0.01
-9.19,-0.58,-3.52,-0.04,0.03,0.01
-9.17,-0.57,-3.53,-0.04,0.03,0.01
-9.2,-0.58,-3.53,-0.05,0.03,0.01
-9.17,-0.55,-3.5,-0.06,0.03,0.01
-9.17,-0.54,-3.52,-0.07,0.03,0.01
-9.19,-0.56,-3.52,-0.08,0.03,0.01
-9.17,-0.56,-3.51,-0.09,0.03,0.01
-9.17,-0.59,-3.5,-0.09,0.03,0.01
-9.17,-0.58,-3.53,-0.08,0.03,0.01
-9.19,-0.6,-3.49,-0.07,0.03,0.01
-9.2,-0.59,-3.52,-0.06,0.03,0.01
-9.18,-0.58,-3.53,-0.05,0.02,0.01
-9.18,-0.58,-3.5,-0.04,0.02,0.01
-9.16,-0.59,-3.51,-0.04,0.02,0.01
-9.16,-0.57,-3.52,-0.05,0.02,0.01
-9.13,-0.56,-3.52,-0.06,0.02,0.01
-9.16,-0.54,-3.51,-0.07,0.02,0.01
-9.19,-0.58,-3.51,-0.08,0.03,0.01
-9.18,-0.57,-3.53,-0.09,0.03,0.01
-9.17,-0.59,-3.5,-0.09,0.02,0.01
-9.19,-0.58,-3.51,-0.08,0.02,0.01
-9.19,-0.59,-3.52,-0.07,0.02,0.01
-9.16,-0.6,-3.53,-0.06,0.02,0.01
-9.18,-0.6,-3.52,-0.05,0.03,0.01
-9.19,-0.58,-3.52,-0.05,0.03,0.01
-9.18,-0.58,-3.51,-0.05,0.03,0.01
-9.17,-0.59,-3.53,-0.05,0.03,0.01
-9.18,-0.57,-3.52,-0.06,0.04,0.01
-9.15,-0.56,-3.53,-0.07,0.04,0.01
-9.17,-0.56,-3.53,-0.08,0.04,0.01
-9.19,-0.57,-3.51,-0.08,0.04,0.01
-9.21,-0.58,-3.51,-0.08,0.03,0.01
