-6.14,-0.72,-8.17,-0.06,-0.02,0.01
-6.08,-0.71,-8.15,-0.06,-0.02,0.01
-6.13,-0.72,-8.16,-0.06,-0.02,0.01
-6.08,-0.73,-8.17,-0.06,-0.03,0
-6.07,-0.74,-8.21,-0.06,-0.01,0.01
-6.12,-0.73,-8.18,-0.06,0,0.01
-6.09,-0.72,-8.22,-0.06,0.01,0.01
-6.11,-0.71,-8.18,-0.06,0.02,0.01
-6.09,-0.75,-8.17,-0.06,0.01,0
-6.07,-0.7,-8.21,-0.06,0.04,0.01
-6.11,-0.72,-8.18,-0.06,0.04,0.01
-6.07,-0.74,-8.19,-0.06,0.05,0
-6.11,-0.71,-8.17,-0.07,0.06,0.01
-6.1,-0.72,-8.15,-0.07,0.06,0
-6.11,-0.74,-8.17,-0.07,0.07,0
-6.12,-0.75,-8.16,-0.06,0.06,0.01
-6.12,-0.72,-8.19,-0.06,0.07,0.01
-6.15,-0.76,-8.14,-0.06,0.06,0.01
-6.13,-0.74,-8.09,-0.05,0.05,0.01
-6.11,-0.71,-8.14,-0.06,0.05,0
-6.22,-0.74,-8.14,-0.08,0.04,0
-6.16,-0.75,-8.13,-0.07,0.02,0.01
-6.12,-0.73,-8.15,-0.06,0.02,0.01
-6.18,-0.71,-8.1,-0.07,0.02,0.01
-6.12,-0.74,-8.13,-0.06,-0.01,0.01
-6.14,-0.73,-8.12,-0.06,0,0.01
-6.15,-0.73,-8.15,-0.06,-0.01,0.01
-6.15,-0.74,-8.15,-0.06,-0.02,0.01
-6.08,-0.74,-8.14,-0.07,-0.01,0
-6.12,-0.73,-8.2,-0.07,0,0.01
-6.16,-0.73,-8.18,-0.06,-0.01,0.01
-6.1,-0.71,-8.16,-0.06,-0.02,0
-6.14,-0.72,-8.17,-0.06,0.01,0.01
-6.11,-0.73,-8.18,-0.06,0,0.01
-6.08,-0.73,-8.18,-0.06,0.01,0.01
-6.13,-0.73,-8.18,-0.06,0.03,0.01
-6.12,-0.73,-8.19,-0.06,0.03,0.01
-6.14,-0.75,-8.15,-0.07,0.04,0.01
-6.1,-0.75,-8.17,-0.06,0.04,0.01
-6.12,-0.73,-8.15,-0.06,0.05,0.01
-6.14,-0.71,-8.14,-0.07,0.06,0.01
-6.1,-0.72,-8.17,-0.06,0.05,0
-6.15,-0.73,-8.15,-0.06,0.07,0.01
-6.13,-0.74,-8.13,-0.06,0.05,0
-6.11,-0.75,-8.17,-0.07,0.05,0.01
-6.15,-0.74,-8.15,-0.07,0.05,0.01
-6.14,-0.73,-8.12,-0.06,0.04,0.01
-6.18,-0.68,-8.44,-0.06,-0.01,0.01
-4.54,-0.52,-8.41,-0.15,0.56,0.07
-9.38,-1.02,-8.03,-0.1,0.52,0.07
-4.46,-0.62,-7.42,0,-0.66,-0.02
-7.64,-0.62,-8.44,-0.08,-0.09,0
-4.83,-1.05,-8.59,-0.07,-0.66,-0.05
-5.45,-0.58,-8.54,0.06,0.11,0.05
-6.19,-0.67,-7.77,-0.02,0.57,0.09
-7.2,-0.46,-7.74,-0.13,0.12,-0.04
-6.05,-0.75,-7.91,-0.15,-0.07,-0.02
-6.2,-0.75,-8.46,-0.09,-0.2,-0.05
-5.8,-0.85,-8.5,-0.1,-0.13,-0.01
-5.99,-1.05,-8.15,-0.02,-0.04,0.03
-6.34,-0.72,-7.85,0.05,0.08,0.12
-6.32,-0.57,-7.96,0.03,-0.01,0.04
-6.13,-0.5,-8.25,-0.07,-0.03,-0.03
-5.82,-0.62,-8.39,-0.13,0.04,-0.05
-6.09,-0.76,-8.29,-0.15,0.16,-0.04
-6.28,-0.99,-7.96,-0.11,0.04,0
-6.26,-0.9,-8,-0.04,-0.05,0.04
-6.08,-0.74,-8.16,-0.01,-0.05,0.03
-6,-0.57,-8.34,0,-0.02,0.02
-5.92,-0.58,-8.28,-0.05,0.13,0
-6.23,-0.7,-8.06,-0.09,0.18,-0.01
-6.35,-0.8,-8,-0.1,0.1,0
-6.22,-0.82,-8.08,-0.1,0,0.02
