-4.74,-0.84,-9.18,-0.06,0.02,0.01
-4.7,-0.85,-9.17,-0.07,0,0.01
-4.68,-0.84,-9.19,-0.07,0,0.01
-4.7,-0.86,-9.21,-0.05,0.01,0.01
-4.67,-0.85,-9.18,-0.06,0.01,0.01
-4.67,-0.83,-9.18,-0.07,0.02,0.01
-4.68,-0.85,-9.18,-0.07,0.02,0
-4.68,-0.83,-9.17,-0.07,0.01,0
-4.67,-0.85,-9.17,-0.07,0.03,0
-4.69,-0.86,-9.17,-0.06,0.03,0.01
-4.7,-0.84,-9.16,-0.06,0.04,0.01
-4.71,-0.84,-9.17,-0.06,0.04,0.01
-4.69,-0.86,-9.16,-0.06,0.04,0.01
-4.69,-0.83,-9.18,-0.07,0.05,0.01
-4.71,-0.84,-9.15,-0.07,0.04,0.01
-4.68,-0.83,-9.17,-0.06,0.04,0.01
-4.7,-0.83,-9.16,-0.06,0.04,0.01
-4.7,-0.84,-9.17,-0.06,0.05,0.01
-4.7,-0.86,-9.19,-0.06,0.05,0.01
-4.72,-0.8,-9.16,-0.07,0.03,0
-4.7,-0.84,-9.15,-0.07,0.03,0.01
-4.72,-0.83,-9.17,-0.07,0.03,0
-4.74,-0.84,-9.17,-0.06,0.02,0.01
-4.72,-0.83,-9.16,-0.06,0.03,0.01
-4.72,-0.83,-9.16,-0.06,0.02,0.01
-4.75,-0.87,-9.39,-0.08,-0.02,0.01
-3.11,-0.62,-10.11,-0.12,-0.12,-0.02
-4.31,-0.93,-7.7,-0.17,1.32,0.11
-7.85,-1.24,-8.55,-0.09,-0.34,-0.1
-1.99,-0.6,-9.24,0.01,-1.13,-0.02
-4.85,-1.08,-10.04,-0.03,0.25,0.09
-4.83,-0.87,-9.59,0.09,-0.19,0.04
-3.78,-0.29,-9.05,-0.12,0.33,0.09
-5.02,-0.95,-8.75,-0.2,0.87,-0.08
-6.07,-0.96,-8.89,-0.13,-0.06,-0.08
-4.13,-1.11,-9.12,-0.06,-0.52,0
-4.69,-0.9,-9.28,0.03,-0.2,0.05
-4.7,-0.77,-9.34,-0.01,-0.31,0.08
-3.94,-0.65,-9.37,-0.02,0.21,0
-4.88,-0.67,-9.23,-0.12,0.53,-0.05
-5.28,-0.99,-9.05,-0.12,0.11,-0.05
-4.58,-0.93,-8.89,-0.1,-0.12,0
-5.01,-1.01,-8.99,-0.07,-0.17,0.07
-4.6,-0.84,-9.26,-0.01,-0.28,0.04
-4.19,-0.73,-9.51,-0.01,0.03,0.01
-4.72,-0.81,-9.34,-0.02,0.25,0
-4.74,-0.82,-9.09,-0.07,0.19,0
-4.84,-0.83,-8.9,-0.13,0.15,0.01
-5.09,-0.92,-8.96,-0.12,-0.05,0
-4.64,-0.92,-9.2,-0.06,-0.22,0
-4.45,-0.88,-9.39,-0.01,-0.06,0
-4.58,-0.82,-9.32,-0.02,0.1,0.02
-4.58,-0.77,-9.19,-0.06,0.22,0.02
-4.88,-0.77,-9,-0.09,0.23,0.01
-4.98,-0.84,-8.94,-0.11,0.02,-0.01
-4.76,-0.9,-9.07,-0.09,-0.12,-0.01
-4.63,-0.92,-9.22,-0.06,-0.09,0.02
-4.56,-0.86,-9.3,-0.03,0.01,0.03
-4.61,-0.78,-9.27,-0.02,0.14,0.03
-4.78,-0.78,-9.11,-0.05,0.17,0.01
-4.87,-0.81,-9.03,-0.08,0.07,-0.01
-4.81,-0.87,-9.05,-0.11,-0.05,-0.01
-4.72,-0.89,-9.16,-0.09,-0.1,0
-4.62,-0.89,-9.27,-0.05,-0.06,0.01
-4.58,-0.83,-9.27,-0.02,0.05,0.02
-4.71,-0.79,-9.16,-0.03,0.12,0.01
-4.81,-0.79,-9.08,-0.06,0.09,0
-4.82,-0.83,-9.05,-0.09,-0.01,0
-4.77,-0.87,-9.12,-0.09,-0.08,0
-4.63,-0.86,-9.22,-0.07,-0.07,0.01
-4.59,-0.88,-9.26,-0.05,0.01,0.01
-4.63,-0.83,-9.21,-0.04,0.08,0.02
-4.72,-0.82,-9.15,-0.05,0.09,0.02
-4.79,-0.81,-9.07,-0.06,0.04,0.01
-4.75,-0.83,-9.12,-0.08,0,0
-4.73,-0.85,-9.15,-0.09,-0.04,-0.01
-4.66,-0.86,-9.23,-0.08,-0.01,0.01
-4.64,-0.88,-9.23,-0.05,0.06,0.01
-4.72,-0.82,-9.17,-0.04,0.1,0.01
-4.76,-0.82,-9.11,-0.06,0.09,0.01
-4.78,-0.84,-9.13,-0.07,0.04,0.01
-4.76,-0.83,-9.14,-0.08,-0.02,0.01
-4.66,-0.85,-9.19,-0.07,0,0.01
-4.66,-0.85,-9.22,-0.07,0.06,0.01
-4.73,-0.85,-9.2,-0.06,0.08,0.01
-4.75,-0.85,-9.16,-0.05,0.08,0.01
-4.76,-0.85,-9.08,-0.06,0.05,0.01
-4.76,-0.83,-9.11,-0.07,0.01,0.01
-4.72,-0.85,-9.14,-0.08,-0.01,0
-4.69,-0.86,-9.22,-0.07,0,0
-4.7,-0.87,-9.18,-0.06,0.03,0.01
-4.72,-0.84,-9.15,-0.05,0.06,0.01
-4.76,-0.83,-9.14,-0.06,0.05,0.01
-4.79,-0.84,-9.11,-0.06,0,0.01
-4.72,-0.84,-9.13,-0.07,-0.03,0.01
-4.52,-0.83,-9.08,-0.07,-0.03,0
-4.77,-0.84,-9.09,-0.07,0.06,0.01
-4.86,-0.89,-9.26,-0.06,-0.02,0
-4.53,-0.82,-9.17,-0.05,0.02,0.01
-4.85,-0.86,-9.17,-0.05,0.01,0.01
-4.62,-0.81,-9.12,-0.06,-0.02,0.02
-4.68,-0.84,-9.15,-0.08,0.06,0
-4.82,-0.87,-9.17,-0.07,0.03,0
-4.67,-0.86,-9.13,-0.06,0,0
-4.7,-0.83,-9.13,-0.06,0.04,0.01
-4.78,-0.87,-9.16,-0.07,0.03,0.01
-4.67,-0.82,-9.14,-0.06,0.02,0.01
-4.73,-0.84,-9.17,-0.06,0.05,0.01
-4.72,-0.84,-9.17,-0.07,0.03,0.01
-4.69,-0.86,-9.16,-0.07,0.05,0.01
-4.75,-0.87,-9.18,-0.07,0.05,0.01
-4.7,-0.86,-9.17,-0.06,0.02,0.01
-4.71,-0.85,-9.15,-0.06,0.03,0.01
-4.74,-0.84,-9.18,-0.06,0.04,0.01
-4.7,-0.84,-9.2,-0.07,0.04,0.01
-4.75,-0.85,-9.14,-0.07,0.04,0.01
-4.77,-0.86,-9.15,-0.07,0.03,0.01
-4.7,-0.86,-9.15,-0.07,0.03,0.01
-4.74,-0.85,-9.15,-0.06,0.03,0.01
-4.72,-0.85,-9.15,-0.06,0.02,0.01
-4.71,-0.84,-9.16,-0.06,0.02,0.01
-4.74,-0.84,-9.14,-0.06,0.02,0.01
-4.73,-0.83,-9.17,-0.07,0.02,0.01
-4.7,-0.85,-9.16,-0.07,0.02,0.01
-4.74,-0.84,-9.17,-0.06,0.01,0.01
-4.71,-0.85,-9.16,-0.06,0.01,0.01
-4.72,-0.83,-9.16,-0.06,0.02,0.01
-4.75,-0.85,-9.16,-0.06,0.02,0.01
-4.73,-0.84,-9.16,-0.07,0.02,0.01
-4.74,-0.84,-9.15,-0.07,0.02,0.01
-4.74,-0.83,-9.17,-0.06,0.02,0.01
-4.71,-0.85,-9.16,-0.06,0.02,0.01
-4.71,-0.85,-9.16,-0.06,0.03,0.01
-4.74,-0.85,-9.17,-0.06,0.03,0.01
-4.72,-0.84,-9.15,-0.06,0.03,0.01
-4.73,-0.82,-9.15,-0.07,0.03,0.01
-4.73,-0.84,-9.17,-0.07,0.03,0.01
-4.71,-0.85,-9.17,-0.06,0.03,0.01
-4.73,-0.86,-9.16,-0.06,0.04,0.01
-4.75,-0.87,-9.16,-0.06,0.04,0.01
-4.74,-0.85,-9.18,-0.06,0.04,0.01
-4.75,-0.87,-9.16,-0.06,0.04,0.01
-4.73,-0.85,-9.16,-0.06,0.03,0.01
-4.71,-0.84,-9.14,-0.07,0.03,0.01
-4.73,-0.85,-9.16,-0.06,0.03,0.01
-4.72,-0.86,-9.15,-0.06,0.03,0.01
-4.69,-0.85,-9.12,-0.06,0.03,0.01
-4.75,-0.84,-9.15,-0.06,0.03,0.01
-4.71,-0.83,-9.14,-0.07,0.02,0.01
-4.74,-0.86,-9.16,-0.07,0.02,0.01
-4.73,-0.84,-9.15,-0.06,0.02,0.01
-4.71,-0.85,-9.13,-0.06,0.02,0.01
-4.73,-0.87,-9.13,-0.06,0.02,0.01
-4.73,-0.84,-9.16,-0.06,0.02,0.01
-4.73,-0.84,-9.17,-0.06,0.02,0.01
-4.74,-0.84,-9.13,-0.06,0.02,0.01
-4.74,-0.84,-9.14,-0.06,0.02,0.01
-4.72,-0.85,-9.15,-0.06,0.02,0.01
-4.73,-0.86,-9.14,-0.06,0.03,0.01
